GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ecj,ec.eda.amalgam,AMALGAMDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.eda.amalgam,AMALGAMBreeder,98,0,8,0,17,0,7,0,3,0
ecj,ec.eda.amalgam,AMALGAMSpecies,1749,0,152,0,277,0,92,0,16,0
ecj,ec.eda.amalgam,AMALGAMSpecies.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
ecj,ec.es,ESSelection,106,0,8,0,19,0,9,0,5,0
ecj,ec.es,MuCommaLambdaBreeder,1286,0,86,0,145,0,49,0,6,0
ecj,ec.es,MuCommaLambdaBreeder.new Comparator() {...},28,0,4,0,6,0,4,0,2,0
ecj,ec.es,MuLambdaBreederThread,17,0,0,0,3,0,2,0,2,0
ecj,ec.es,MuPlusLambdaBreeder,45,0,4,0,6,0,5,0,3,0
ecj,ec.es,ESDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.app.lid.func,LidJ,8,0,0,0,4,0,4,0,4,0
ecj,ec.app.lid.func,LidX,8,0,0,0,4,0,4,0,4,0
ecj,ec.app.experiments.Evaluations,KurtosisEvaluation,124,0,6,0,18,0,11,0,8,0
ecj,ec.app.experiments.Evaluations,SkewEvaluation,124,0,6,0,18,0,11,0,8,0
ecj,ec.app.experiments.Evaluations,MeanGreenMeanBlueEvaluation,40,0,0,0,10,0,5,0,5,0
ecj,ec.app.experiments.Evaluations,WaveletDMEExpEL,55,0,0,0,12,0,5,0,5,0
ecj,ec.app.experiments.Evaluations,MeanRedMeanGreenEvaluation,40,0,0,0,10,0,5,0,5,0
ecj,ec.app.experiments.Evaluations,EvaluationFunctions,1238,0,80,0,162,0,62,0,22,0
ecj,ec.app.experiments.Evaluations,MeanRedMeanGreenMeanBlueEvaluation,168,0,4,0,23,0,8,0,6,0
ecj,ec.app.experiments.Evaluations,MeanRedMeanBlueEvaluation,37,0,0,0,9,0,5,0,5,0
ecj,ec.app.edge.func,Bud,192,0,4,0,35,0,6,0,4,0
ecj,ec.app.edge.func,One,20,0,0,0,7,0,4,0,4,0
ecj,ec.app.edge.func,BLoop,134,0,2,0,24,0,5,0,4,0
ecj,ec.app.edge.func,BStart,34,0,0,0,8,0,4,0,4,0
ecj,ec.app.edge.func,Loop,134,0,2,0,24,0,5,0,4,0
ecj,ec.app.edge.func,Zero,20,0,0,0,7,0,4,0,4,0
ecj,ec.app.edge.func,Epsilon,20,0,0,0,7,0,4,0,4,0
ecj,ec.app.edge.func,Double,134,0,2,0,24,0,5,0,4,0
ecj,ec.app.edge.func,Reverse,44,0,0,0,10,0,4,0,4,0
ecj,ec.app.edge.func,BAccept,34,0,0,0,8,0,4,0,4,0
ecj,ec.app.edge.func,Start,34,0,0,0,8,0,4,0,4,0
ecj,ec.app.edge.func,Accept,34,0,0,0,8,0,4,0,4,0
ecj,ec.app.edge.func,BBud,192,0,4,0,35,0,6,0,4,0
ecj,ec.app.edge.func,Split,197,0,4,0,36,0,6,0,4,0
ecj,ec.app.experiments.WaveletExperiment.wavelets,Haar.ImageQueryData,481,0,28,0,66,0,29,0,15,0
ecj,ec.app.experiments.WaveletExperiment.wavelets,HaarFilter,717,0,84,0,134,0,53,0,11,0
ecj,ec.app.experiments.WaveletExperiment.wavelets,simple_haar,456,0,44,0,86,0,31,0,9,0
ecj,ec.app.experiments.WaveletExperiment.wavelets,Haar,2245,0,154,0,275,0,100,0,23,0
ecj,ec.app.experiments.WaveletExperiment.wavelets,inplace_haar,539,0,60,0,119,0,43,0,13,0
ecj,ec.app.experiments.WaveletExperiment.wavelets,InPlaceHaar,384,0,68,0,84,0,43,0,9,0
ecj,ec.app.experiments.WaveletExperiment.wavelets,wavelet_base,3,0,0,0,1,0,1,0,1,0
ecj,ec.app.experiments.WaveletCHISTQ.DME,ProceduralTextureFitness,262,0,10,0,52,0,10,0,4,0
ecj,ec.app.ecsuite,ECSuite,1468,1753,167,2,247,16,104,3,11,3
ecj,ec.app.experiments.CHISTQ.Vanilla,ProceduralTextureFitness,165,0,8,0,42,0,8,0,4,0
ecj,ec.app.tsp,TSPProblem,509,432,126,70,54,80,93,21,4,12
ecj,ec.app.tsp,TSPIndividual,116,124,24,24,10,21,23,9,2,6
ecj,ec.app.tsp,TSPGraph.EdgeWeightType,0,21,0,0,0,1,0,1,0,1
ecj,ec.app.tsp,TSPGraph.TSPKeyword,0,27,0,0,0,1,0,1,0,1
ecj,ec.app.tsp,TSPGraph,316,370,58,62,23,72,52,26,2,15
ecj,ec.app.tsp,TSPGraph.TSPComponent,174,298,47,40,18,48,43,16,4,11
ecj,ec.app.moosuite,MooSuite,819,181,77,9,129,32,48,5,0,4
ecj,ec.app.experiments.GeneralandFitness,DirectMatch.DirectThread,78,0,2,0,19,0,5,0,4,0
ecj,ec.app.experiments.GeneralandFitness,TextureIndividual,3,0,0,0,1,0,1,0,1,0
ecj,ec.app.experiments.GeneralandFitness,PSDExtensions,589,0,44,0,93,0,35,0,8,0
ecj,ec.app.experiments.GeneralandFitness,PSDTools_Tests.ImageData,13,0,0,0,3,0,1,0,1,0
ecj,ec.app.experiments.GeneralandFitness,PSDTools,7,0,0,0,4,0,2,0,2,0
ecj,ec.app.experiments.GeneralandFitness,ColorHistogram.HistThread,100,0,4,0,27,0,6,0,4,0
ecj,ec.app.experiments.GeneralandFitness,PSDTools_Tests,1711,0,54,0,259,0,34,0,7,0
ecj,ec.app.experiments.GeneralandFitness,TextureElite,3,0,0,0,1,0,1,0,1,0
ecj,ec.app.experiments.GeneralandFitness,MultiData,288,0,15,0,43,0,29,0,20,0
ecj,ec.app.experiments.GeneralandFitness,ColorHistogram,880,0,86,0,152,0,59,0,16,0
ecj,ec.app.experiments.GeneralandFitness,CoordinateVariables,15,0,0,0,2,0,1,0,1,0
ecj,ec.app.experiments.GeneralandFitness,MultiData.MultiDataType,27,0,0,0,5,0,1,0,1,0
ecj,ec.app.experiments.GeneralandFitness,DirectMatch,1449,0,84,0,199,0,63,0,21,0
ecj,ec.app.experiments.GeneralandFitness,PSDTools_Tests.IntegrityTestThread,105,0,14,0,22,0,10,0,3,0
ecj,ec.app.experiments.GeneralandFitness,PSDExtensions.ImageToArrayStrategy,39,0,0,0,7,0,1,0,1,0
ecj,ec.coevolve,GuruComparator,38,0,0,0,3,0,3,0,3,0
ecj,ec.coevolve,CompetitiveEvaluator,1377,0,113,0,227,0,72,0,14,0
ecj,ec.coevolve,NRandomTwoWayCompetitiveEvaluatorThread,21,0,0,0,2,0,2,0,2,0
ecj,ec.coevolve,EncapsulatedIndividual,9,0,0,0,4,0,1,0,1,0
ecj,ec.coevolve,MultiPopCoevolutionaryEvaluator,1155,220,122,20,147,38,76,7,9,3
ecj,ec.coevolve,IndComparator,19,0,0,0,3,0,3,0,3,0
ecj,ec.coevolve,CompetitiveEvaluatorThread,3,0,0,0,1,0,1,0,1,0
ecj,ec.coevolve,RoundRobinCompetitiveEvaluatorThread,21,0,0,0,2,0,2,0,2,0
